DATE,DB,WB,Hour,Minute,Day,Weekend,Utility Subtotal,Scored Labels
3/2/2017 12:00:00 PM,45,35,12,720,5,0,364.5499878,375.703765869141
3/15/2017 11:00:00 PM,26,22,23,1380,4,0,473.0249939,500.962158203125
3/6/2017 9:00:00 PM,41,34,21,1260,2,0,296.0750122,292.156005859375
7/2/2017 6:00:00 AM,73,71,6,360,1,1,738.7666626,718.505249023438
8/28/2017 2:00:00 PM,74,60,14,840,2,0,641.7000122,628.936950683594
6/17/2017 6:00:00 AM,67,65,6,360,7,1,323.3999939,326.620880126953
7/4/2017 9:00:00 PM,77,65,21,1260,3,0,651.5999756,643.053344726563
4/18/2017 9:00:00 PM,50,45,21,1260,3,0,575.7000122,608.717895507813
1/24/2017 8:00:00 PM,38,37,20,1200,3,0,310.2000122,309.419891357422
5/9/2017 8:00:00 PM,52,47,20,1200,3,0,451.2999878,463.889556884766
4/11/2017 6:00:00 AM,62,54,6,360,3,0,287.1000061,298.162994384766
5/14/2017 12:00:00 PM,64,54,12,720,1,1,409.4237366,404.144622802734
3/3/2017 2:00:00 PM,37,27,14,840,6,0,394.8500061,394.864135742188
6/24/2017 12:00:00 PM,82,66,12,720,7,1,429.7000122,395.863494873047
5/16/2017 2:00:00 PM,77,59,14,840,3,0,389.3392029,384.713836669922
1/27/2017 8:00:00 PM,39,33,20,1200,6,0,306.5249939,304.305297851563
1/7/2017 11:00:00 PM,21,19,23,1380,7,1,302.3500061,308.255798339844
8/14/2017 6:00:00 AM,70,64,6,360,2,0,617.2999878,614.77490234375
6/25/2017 6:00:00 PM,76,65,18,1080,1,1,413.6000061,439.538391113281
4/23/2017 7:00:00 PM,53,47,19,1140,1,1,327.8999939,349.523773193359
9/16/2017 2:00:00 PM,82,72,14,840,7,1,528.6784058,533.142150878906
11/29/2017 5:00:00 AM,50,47,5,300,4,0,266.6021118,272.500213623047
10/14/2017 7:00:00 PM,70,65,19,1140,7,1,461.2000122,468.279235839844
10/31/2017 6:00:00 PM,52,43,18,1080,3,0,381.5,394.199920654297
5/6/2017 7:00:00 AM,57,57,7,420,7,1,451.2999878,446.0546875
1/4/2017 8:00:00 PM,41,32,20,1200,4,0,465.7799988,463.9033203125
9/11/2017 9:00:00 AM,63,56,9,540,2,0,411,460.299194335938
8/9/2017 6:00:00 AM,66,61,6,360,4,0,648.036499,656.096435546875
3/18/2017 10:00:00 PM,36,33,22,1320,7,1,456.7250061,451.700408935547
10/4/2017 6:00:00 PM,71,62,18,1080,4,0,512.9000244,495.894653320313
10/24/2017 3:00:00 PM,68,67,15,900,3,0,570.9061279,551.381652832031
3/25/2017 9:00:00 AM,57,48,9,540,7,1,485.4500122,471.432952880859
5/25/2017 10:00:00 AM,57,56,10,600,5,0,434,462.813659667969
8/28/2017 4:00:00 PM,73,60,16,960,2,0,650.2999878,620.225036621094
11/13/2017 9:00:00 AM,42,40,9,540,2,0,338.2999878,356.606231689453
4/27/2017 3:00:00 AM,58,58,3,180,5,0,317.2000122,334.133392333984
7/16/2017 4:00:00 AM,70,65,4,240,1,1,803.9478149,800.722839355469
3/6/2017 12:00:00 PM,40,29,12,720,2,0,306.9500122,304.168090820313
6/18/2017 6:00:00 PM,82,74,18,1080,1,1,508.2000122,503.628997802734
9/5/2017 6:00:00 PM,79,72,18,1080,3,0,727.9000244,733.415222167969
11/12/2017 3:00:00 AM,33,29,3,180,1,1,280.7999878,276.598571777344
8/23/2017 3:00:00 AM,73,72,3,180,4,0,697.4000244,688.646423339844
1/30/2017 3:00:00 AM,34,29,3,180,2,0,283.5,277.046020507813
9/6/2017 1:00:00 PM,63,61,13,780,4,0,704,688.927856445313
3/11/2017 4:00:00 PM,28,22,16,960,7,1,300.4500122,298.238250732422
9/6/2017 2:00:00 AM,70,65,2,120,4,0,594.5,561.136474609375
3/15/2017 5:00:00 AM,20,17,5,300,4,0,435.7200012,444.112701416016
11/12/2017 7:00:00 AM,34,30,7,420,1,1,262.1000061,283.034698486328
8/28/2017 3:00:00 PM,73,60,15,900,2,0,646.2000122,617.185546875
6/1/2017 8:00:00 AM,66,62,8,480,5,0,426.1000061,394.952728271484
1/24/2017 4:00:00 PM,36,36,16,960,3,0,360.0499878,352.455902099609
5/29/2017 5:00:00 PM,56,54,17,1020,2,0,310.8999939,318.697662353516
8/24/2017 6:00:00 PM,76,61,18,1080,5,0,635.7000122,672.969421386719
1/6/2017 12:00:00 PM,31,26,12,720,6,0,333.0499878,320.1552734375
1/24/2017 7:00:00 PM,38,37,19,1140,3,0,312.9500122,315.681579589844
7/17/2017 4:00:00 AM,73,69,4,240,2,0,820.7547607,816.974243164063
8/7/2017 6:00:00 PM,66,65,18,1080,2,0,647.1843262,629.07470703125
5/31/2017 9:00:00 AM,61,60,9,540,4,0,321.8999939,361.937805175781
6/20/2017 6:00:00 AM,72,71,6,360,3,0,434.3999939,422.446014404297
10/3/2017 2:00:00 AM,59,53,2,120,3,0,332.8999939,320.304107666016
8/14/2017 9:00:00 AM,78,68,9,540,2,0,665.2999878,681.932250976563
7/14/2017 8:00:00 AM,66,65,8,480,6,0,773.1350708,702.082641601563
7/19/2017 3:00:00 AM,77,73,3,180,4,0,853.668396,850.824523925781
8/5/2017 6:00:00 AM,70,69,6,360,7,1,753.3099976,734.997314453125
8/27/2017 5:00:00 AM,63,55,5,300,1,1,544.0999756,549.453186035156
3/7/2017 3:00:00 PM,51,48,15,900,3,0,374.8250122,376.48388671875
6/27/2017 5:00:00 PM,73,62,17,1020,3,0,473.8999939,458.399505615234
3/31/2017 10:00:00 AM,41,40,10,600,6,0,557.625,563.696533203125
12/8/2017 9:00:00 AM,34,28,9,540,6,0,318.8734741,297.290466308594
9/22/2017 11:00:00 AM,78,63,11,660,6,0,446.5,420.599090576172
3/15/2017 3:00:00 AM,21,17,3,180,4,0,446.7250061,452.104034423828
4/5/2017 9:00:00 PM,47,45,21,1260,4,0,602.9749756,570.824645996094
8/27/2017 3:00:00 AM,64,55,3,180,1,1,554.4000244,543.816650390625
5/18/2017 9:00:00 PM,83,71,21,1260,5,0,367.2462463,388.654083251953
12/5/2017 12:00:00 AM,50,44,0,0,3,0,304.4570007,327.373352050781
4/5/2017 11:00:00 AM,56,50,11,660,4,0,601.3250122,597.130249023438
12/2/2017 5:00:00 AM,39,35,5,300,7,1,270.710907,276.364837646484
8/24/2017 8:00:00 AM,69,61,8,480,5,0,597,594.122436523438
10/19/2017 7:00:00 AM,57,51,7,420,5,0,304.6111145,310.715484619141
1/4/2017 2:00:00 PM,51,45,14,840,4,0,525.2999878,535.138366699219
1/13/2017 10:00:00 PM,33,27,22,1320,6,0,276.4750061,279.178314208984
6/24/2017 7:00:00 PM,82,66,19,1140,7,1,392,418.946563720703
5/27/2017 4:00:00 PM,71,62,16,960,7,1,310.3999939,301.232025146484
4/13/2017 1:00:00 PM,60,46,13,780,5,0,417.2999878,428.554595947266
10/31/2017 4:00:00 PM,55,44,16,960,3,0,408.7000122,402.218078613281
3/17/2017 4:00:00 PM,46,34,16,960,6,0,481.6499939,500.621368408203
9/4/2017 7:00:00 AM,63,59,7,420,2,0,546.3250122,532.026000976563
10/6/2017 1:00:00 AM,70,67,1,60,6,0,475.5,472.824676513672
11/8/2017 5:00:00 AM,41,38,5,300,4,0,295.2999878,298.908172607422
5/30/2017 6:00:00 AM,56,54,6,360,3,0,282.5,291.312927246094
10/22/2017 2:00:00 AM,62,53,2,120,1,1,272.9168701,290.469573974609
11/14/2017 4:00:00 AM,38,35,4,240,3,0,255.3000031,259.507690429688
10/12/2017 12:00:00 PM,61,55,12,720,5,0,466.2999878,506.592864990234
5/28/2017 6:00:00 PM,64,56,18,1080,1,1,299.3999939,300.352203369141
3/31/2017 7:00:00 PM,39,39,19,1140,6,0,561.375,567.902282714844
7/1/2017 6:00:00 PM,79,74,18,1080,7,1,804.765564,816.802368164063
5/17/2017 2:00:00 AM,67,56,2,120,4,0,384.5189209,401.149291992188
11/15/2017 11:00:00 PM,49,44,23,1380,4,0,290.2999878,318.796203613281
5/2/2017 1:00:00 PM,72,59,13,780,3,0,479.2000122,443.426330566406
4/25/2017 12:00:00 AM,51,48,0,0,3,0,365.7999878,382.415161132813
9/13/2017 6:00:00 PM,71,68,18,1080,4,0,547.5999756,541.007263183594
8/10/2017 11:00:00 PM,71,63,23,1380,5,0,601.1732178,572.026611328125
9/6/2017 3:00:00 AM,70,65,3,180,4,0,556.9000244,540.185546875
11/2/2017 12:00:00 PM,70,65,12,720,5,0,400.5,447.57763671875
8/8/2017 10:00:00 AM,69,65,10,600,3,0,646.4303589,657.162719726563
8/9/2017 4:00:00 AM,65,61,4,240,4,0,631.1013794,644.471801757813
1/3/2017 8:00:00 AM,39,39,8,480,3,0,450.5499878,456.123107910156
3/21/2017 5:00:00 PM,58,45,17,1020,3,0,473.0249939,490.010925292969
5/27/2017 12:00:00 PM,69,61,12,720,7,1,293,312.608551025391
1/18/2017 11:00:00 PM,40,38,23,1380,4,0,283.25,290.138061523438
6/5/2017 12:00:00 PM,67,63,12,720,2,0,622.2999878,584.285583496094
4/20/2017 6:00:00 PM,61,56,18,1080,5,0,401.5,422.095245361328
7/11/2017 4:00:00 AM,76,70,4,240,3,0,673.9000244,675.639953613281
11/28/2017 1:00:00 AM,39,33,1,60,3,0,281.8566589,282.840728759766
3/16/2017 1:00:00 AM,26,21,1,60,5,0,469.6000061,473.000122070313
11/21/2017 9:00:00 PM,53,46,21,1260,3,0,294.4042053,310.857025146484
3/30/2017 4:00:00 AM,39,33,4,240,5,0,387.5499878,378.748229980469
9/28/2017 4:00:00 PM,74,59,16,960,5,0,478.1000061,494.642883300781
7/25/2017 10:00:00 PM,68,62,22,1320,3,0,609.7999878,630.756225585938
12/6/2017 1:00:00 AM,58,56,1,60,4,0,296.4646606,281.838592529297
8/9/2017 1:00:00 AM,68,63,1,60,4,0,645.7235718,653.183898925781
4/2/2017 12:00:00 PM,57,44,12,720,1,1,475.5499878,506.079193115234
9/28/2017 7:00:00 PM,67,55,19,1140,5,0,432.8999939,445.168304443359
7/24/2017 2:00:00 AM,73,69,2,120,2,0,633.9000244,640.42431640625
10/31/2017 8:00:00 AM,49,43,8,480,3,0,312.8999939,337.633819580078
1/6/2017 11:00:00 AM,31,26,11,660,6,0,328.0249939,331.854125976563
4/21/2017 12:00:00 AM,54,51,0,0,6,0,363.8999939,372.948913574219
1/26/2017 1:00:00 PM,53,48,13,780,5,0,371.25,386.458343505859
3/9/2017 1:00:00 PM,59,42,13,780,5,0,341.2799988,337.695922851563
7/21/2017 1:00:00 AM,78,71,1,60,6,0,764.4000244,758.582641601563
6/17/2017 4:00:00 AM,66,64,4,240,7,1,323.8999939,332.377624511719
8/8/2017 4:00:00 AM,66,65,4,240,3,0,646.7130737,643.997192382813
6/21/2017 4:00:00 AM,72,66,4,240,4,0,445.3999939,435.982208251953
5/8/2017 9:00:00 PM,53,44,21,1260,2,0,451.2999878,463.669067382813
7/9/2017 7:00:00 PM,78,64,19,1140,1,1,645.9000244,669.249206542969
5/8/2017 8:00:00 PM,54,44,20,1200,2,0,451.2999878,456.582611083984
10/27/2017 4:00:00 PM,60,49,16,960,6,0,392.7922058,398.955322265625
5/9/2017 7:00:00 AM,49,43,7,420,3,0,451.2999878,434.709106445313
4/1/2017 1:00:00 AM,38,37,1,60,7,1,507.3500061,485.934204101563
10/14/2017 3:00:00 AM,63,62,3,180,7,1,291,288.232238769531
7/4/2017 7:00:00 PM,79,66,19,1140,3,0,651.6900024,652.588012695313
1/12/2017 1:00:00 AM,48,47,1,60,5,0,293.0249939,297.403350830078
8/25/2017 4:00:00 AM,64,59,4,240,6,0,572.2000122,556.718566894531
5/24/2017 2:00:00 PM,67,56,14,840,4,0,420.2000122,406.548126220703
3/16/2017 5:00:00 AM,24,20,5,300,5,0,439.0750122,449.688079833984
7/31/2017 12:00:00 AM,70,61,0,0,2,0,631.2000122,610.873107910156
9/21/2017 5:00:00 AM,72,67,5,300,5,0,407.1000061,409.310272216797
10/19/2017 11:00:00 PM,62,54,23,1380,5,0,439.7000122,442.701751708984
7/18/2017 5:00:00 PM,83,74,17,1020,3,0,846.6654663,848.976440429688
4/21/2017 5:00:00 PM,51,49,17,1020,6,0,411.2999878,398.329376220703
9/7/2017 9:00:00 AM,62,59,9,540,5,0,637.4000244,671.178466796875
10/16/2017 5:00:00 AM,61,56,5,300,2,0,293.052887,315.765899658203
4/14/2017 8:00:00 PM,55,44,20,1200,6,0,358,353.480743408203
1/24/2017 9:00:00 PM,36,35,21,1260,3,0,302.6000061,305.466278076172
4/26/2017 2:00:00 AM,54,54,2,120,4,0,340.8999939,335.456451416016
4/3/2017 1:00:00 AM,53,42,1,60,2,0,537.75,503.775482177734
6/16/2017 12:00:00 AM,65,60,0,0,6,0,381.8999939,395.398986816406
1/30/2017 10:00:00 AM,34,27,10,600,2,0,283.5,329.269958496094
9/20/2017 11:00:00 AM,77,69,11,660,4,0,536.0999756,517.341186523438
5/11/2017 10:00:00 AM,57,46,10,600,5,0,439.1488342,467.579833984375
9/25/2017 2:00:00 PM,87,72,14,840,2,0,620,617.368774414063
7/18/2017 9:00:00 AM,80,73,9,540,3,0,841.0631714,813.288696289063
4/18/2017 12:00:00 PM,62,48,12,720,3,0,641.4000244,448.462341308594
9/16/2017 7:00:00 AM,71,69,7,420,7,1,530.2559204,527.266296386719
3/2/2017 8:00:00 AM,46,37,8,480,5,0,279.5,287.200317382813
10/27/2017 12:00:00 PM,61,49,12,720,6,0,398.0168762,446.049255371094
5/3/2017 4:00:00 PM,63,49,16,960,4,0,451.2999878,467.443786621094
1/16/2017 11:00:00 AM,36,31,11,660,2,0,252.5,288.081420898438
9/25/2017 4:00:00 AM,73,68,4,240,2,0,431.2000122,460.030303955078
6/20/2017 7:00:00 PM,80,64,19,1140,3,0,461.7000122,469.347991943359
5/7/2017 11:00:00 PM,48,43,23,1380,1,1,451.2999878,444.139953613281
4/3/2017 6:00:00 PM,53,46,18,1080,2,0,599.6500244,617.091613769531
12/4/2017 8:00:00 PM,49,44,20,1200,2,0,333.1005859,363.979614257813
12/7/2017 7:00:00 PM,42,34,19,1140,5,0,338.5665588,333.34521484375
6/3/2017 10:00:00 AM,62,55,10,600,7,1,399.3999939,410.650329589844
1/28/2017 8:00:00 AM,34,29,8,480,7,1,283.5,297.932373046875
12/5/2017 9:00:00 PM,58,57,21,1260,3,0,328.2973328,314.919006347656
8/21/2017 5:00:00 PM,82,72,17,1020,2,0,700.7999878,679.472961425781
7/14/2017 9:00:00 AM,66,65,9,540,6,0,773.8353271,709.476867675781
3/13/2017 1:00:00 AM,22,17,1,60,2,0,283.3250122,282.047088623047
6/4/2017 8:00:00 AM,66,54,8,480,1,1,303.6000061,286.447082519531
7/26/2017 1:00:00 PM,75,64,13,780,4,0,692.2000122,680.344177246094
8/11/2017 3:00:00 AM,72,63,3,180,6,0,620.2609863,610.93115234375
11/10/2017 11:00:00 AM,35,27,11,660,6,0,338.7000122,346.919860839844
1/4/2017 9:00:00 PM,39,30,21,1260,4,0,466.6000061,471.132293701172
4/16/2017 12:00:00 PM,84,64,12,720,1,1,627.5999756,561.300109863281
7/17/2017 10:00:00 PM,77,74,22,1320,2,0,833.3599854,832.566040039063
7/12/2017 4:00:00 AM,79,72,4,240,4,0,748.7999878,748.429077148438
8/11/2017 9:00:00 AM,76,67,9,540,6,0,648.8925171,648.326171875
8/14/2017 5:00:00 PM,76,68,17,1020,2,0,733.2000122,695.530029296875
10/14/2017 10:00:00 AM,66,64,10,600,7,1,307.7999878,317.519714355469
4/2/2017 11:00:00 AM,54,43,11,660,1,1,457.5499878,508.049987792969
6/12/2017 4:00:00 PM,92,71,16,960,2,0,614.2000122,600.846374511719
9/25/2017 1:00:00 AM,76,69,1,60,2,0,480.7999878,469.749847412109
7/3/2017 1:00:00 AM,79,70,1,60,2,0,704.8687744,701.583435058594
5/5/2017 7:00:00 PM,59,58,19,1140,6,0,451.2999878,465.312255859375
7/8/2017 11:00:00 PM,75,66,23,1380,7,1,652.7999878,660.440185546875
6/18/2017 10:00:00 PM,77,74,22,1320,1,1,469.1000061,507.891937255859
9/26/2017 3:00:00 AM,70,66,3,180,3,0,417.6000061,418.389556884766
10/24/2017 7:00:00 PM,68,67,19,1140,3,0,503.4928894,525.057556152344
1/27/2017 3:00:00 AM,41,35,3,180,6,0,267.0750122,260.214263916016
5/18/2017 10:00:00 AM,86,71,10,600,5,0,371.6648254,363.764221191406
7/5/2017 4:00:00 AM,72,63,4,240,4,0,634.9000244,626.238647460938
5/4/2017 1:00:00 PM,63,48,13,780,5,0,451.2999878,408.40576171875
12/8/2017 5:00:00 AM,36,30,5,300,6,0,281.3728638,276.581451416016
3/5/2017 10:00:00 AM,20,14,10,600,1,1,295.7000122,285.988464355469
3/12/2017 3:00:00 PM,29,22,15,900,1,1,277.9750061,285.949829101563
1/14/2017 4:00:00 AM,30,25,4,240,7,1,290.6000061,271.084686279297
9/10/2017 1:00:00 PM,72,59,13,780,1,1,428.8999939,414.813903808594
12/9/2017 11:00:00 PM,31,30,23,1380,7,1,283,284.720153808594
6/20/2017 10:00:00 AM,77,66,10,600,3,0,517.7999878,485.331878662109
9/26/2017 1:00:00 AM,70,67,1,60,3,0,466.8999939,464.424713134766
8/23/2017 10:00:00 AM,76,63,10,600,4,0,649.5999756,682.358337402344
8/8/2017 8:00:00 PM,73,63,20,1200,3,0,645.9591675,658.961486816406
7/15/2017 11:00:00 AM,79,72,11,660,7,1,792.0429077,820.412536621094
10/13/2017 1:00:00 AM,55,50,1,60,6,0,323.1000061,350.579315185547
11/25/2017 7:00:00 AM,43,38,7,420,7,1,259.2600708,301.183990478516
5/6/2017 4:00:00 PM,61,57,16,960,7,1,451.2999878,443.634033203125
10/13/2017 8:00:00 AM,55,51,8,480,6,0,323.7999878,374.089935302734
6/1/2017 6:00:00 AM,62,60,6,360,5,0,411.8999939,426.183807373047
6/26/2017 2:00:00 PM,77,61,14,840,2,0,448.3999939,522.4345703125
8/4/2017 12:00:00 PM,82,74,12,720,6,0,781,774.659973144531
5/6/2017 3:00:00 AM,61,60,3,180,7,1,451.2999878,468.801849365234
5/31/2017 10:00:00 PM,65,63,22,1320,4,0,428.2000122,410.857330322266
4/23/2017 5:00:00 AM,46,41,5,300,1,1,266.6000061,284.811187744141
7/7/2017 1:00:00 PM,73,70,13,780,6,0,689.5999756,707.811584472656
12/9/2017 7:00:00 AM,35,29,7,420,7,1,283,275.790954589844
1/2/2017 3:00:00 PM,39,38,15,900,2,0,453.9500122,452.107818603516
3/31/2017 1:00:00 AM,40,38,1,60,6,0,491.1749878,496.200805664063
11/20/2017 10:00:00 AM,40,34,10,600,2,0,346.9855652,359.669067382813
3/26/2017 5:00:00 PM,41,38,17,1020,1,1,468.5499878,477.751556396484
7/4/2017 2:00:00 AM,72,69,2,120,3,0,661.625,680.4638671875
1/2/2017 7:00:00 AM,39,33,7,420,2,0,431.3500061,436.767791748047
1/26/2017 12:00:00 PM,51,46,12,720,5,0,387.3999939,377.505187988281
5/10/2017 8:00:00 PM,52,45,20,1200,4,0,444.772522,431.826965332031
7/6/2017 4:00:00 AM,72,65,4,240,5,0,633.5999756,633.97314453125
4/16/2017 3:00:00 AM,60,58,3,180,1,1,304.6000061,294.644683837891
6/18/2017 3:00:00 AM,71,70,3,180,1,1,393.1000061,394.878967285156
5/29/2017 1:00:00 PM,58,56,13,780,2,0,311.7000122,332.544891357422
7/21/2017 6:00:00 AM,77,70,6,360,6,0,788.5,775.824401855469
6/12/2017 8:00:00 PM,86,70,20,1200,2,0,569,552.440185546875
5/20/2017 8:00:00 AM,60,52,8,480,7,1,353.1870728,360.744171142578
11/14/2017 9:00:00 AM,41,37,9,540,3,0,282.6000061,295.288452148438
10/20/2017 2:00:00 PM,73,52,14,840,6,0,524.2573242,504.828247070313
7/1/2017 3:00:00 AM,76,71,3,180,7,1,822.491394,815.562744140625
5/19/2017 7:00:00 PM,87,69,19,1140,6,0,358.4090271,368.392059326172
8/28/2017 12:00:00 AM,68,60,0,0,2,0,594.2000122,587.057678222656
10/25/2017 3:00:00 AM,64,63,3,180,4,0,298.0627136,317.299224853516
11/1/2017 7:00:00 AM,47,41,7,420,4,0,280.7999878,268.959777832031
1/20/2017 1:00:00 AM,42,38,1,60,6,0,276.125,277.999664306641
5/13/2017 4:00:00 PM,50,49,16,960,7,1,417.45755,412.158599853516
3/12/2017 5:00:00 PM,28,22,17,1020,1,1,286.7250061,288.540130615234
4/2/2017 10:00:00 PM,56,44,22,1320,1,1,563.2249756,574.451049804688
11/2/2017 12:00:00 AM,59,55,0,0,5,0,324.1000061,347.359069824219
6/10/2017 1:00:00 PM,83,66,13,780,7,1,457.2000122,451.6279296875
7/23/2017 4:00:00 PM,78,71,16,960,1,1,659.9000244,655.408813476563
11/7/2017 2:00:00 PM,47,41,14,840,3,0,468.2000122,447.433502197266
1/9/2017 3:00:00 PM,22,18,15,900,2,0,341.7000122,328.687377929688
11/10/2017 3:00:00 PM,34,26,15,900,6,0,366.3999939,359.084411621094
9/17/2017 5:00:00 AM,70,69,5,300,1,1,525.2979126,508.767272949219
8/14/2017 1:00:00 PM,80,70,13,780,2,0,750.5999756,719.939025878906
10/29/2017 4:00:00 PM,64,64,16,960,1,1,487.7000122,482.940185546875
10/1/2017 11:00:00 PM,59,50,23,1380,1,1,344.5,353.026062011719
9/30/2017 7:00:00 PM,56,51,19,1140,7,1,338,345.349609375
7/14/2017 6:00:00 PM,68,67,18,1080,6,0,780.1379395,779.895874023438
12/7/2017 6:00:00 AM,38,32,6,360,5,0,278.9659729,262.121551513672
7/22/2017 5:00:00 AM,78,71,5,300,7,1,722.7000122,709.362426757813
10/20/2017 5:00:00 AM,58,52,5,300,6,0,294.5920105,278.177368164063
11/8/2017 9:00:00 AM,41,38,9,540,4,0,316.2999878,332.62548828125
1/24/2017 5:00:00 PM,36,36,17,1020,3,0,335.2000122,336.917999267578
12/7/2017 10:00:00 PM,41,34,22,1320,5,0,291.0506287,303.185852050781
5/5/2017 8:00:00 PM,59,58,20,1200,6,0,451.2999878,454.168762207031
1/6/2017 6:00:00 AM,28,26,6,360,6,0,299.2250061,294.623443603516
10/21/2017 9:00:00 AM,64,51,9,540,7,1,320.3929749,303.201873779297
5/30/2017 4:00:00 AM,55,54,4,240,3,0,279.6000061,296.487243652344
9/30/2017 4:00:00 PM,60,54,16,960,7,1,378.7999878,356.656219482422
6/14/2017 4:00:00 AM,73,69,4,240,4,0,473.7000122,531.404724121094
4/15/2017 12:00:00 AM,53,44,0,0,7,1,323.8999939,340.577819824219
4/10/2017 6:00:00 AM,55,44,6,360,2,0,289.8999939,263.945587158203
6/17/2017 6:00:00 PM,72,69,18,1080,7,1,431.7999878,428.405609130859
7/12/2017 6:00:00 AM,77,72,6,360,4,0,748.7999878,732.55908203125
11/10/2017 2:00:00 PM,35,27,14,840,6,0,354.8999939,353.554504394531
11/5/2017 6:00:00 AM,53,50,6,360,1,1,345.3999939,350.917053222656
5/22/2017 4:00:00 PM,59,59,16,960,2,0,414.6000061,380.419769287109
7/20/2017 1:00:00 PM,93,75,13,780,5,0,904.2999878,914.892150878906
5/14/2017 6:00:00 PM,62,53,18,1080,1,1,407.0136108,418.907470703125
3/27/2017 9:00:00 PM,48,47,21,1260,2,0,554.2249756,546.023071289063
1/20/2017 9:00:00 PM,41,40,21,1260,6,0,282.125,280.785034179688
7/8/2017 10:00:00 AM,79,73,10,600,7,1,728,740.314147949219
9/14/2017 2:00:00 PM,78,70,14,840,5,0,580.5,554.291442871094
11/23/2017 8:00:00 PM,40,33,20,1200,5,0,256.660553,244.974487304688
4/4/2017 9:00:00 PM,47,46,21,1260,3,0,579.2750244,539.327758789063
6/21/2017 7:00:00 PM,80,66,19,1140,4,0,445.7000122,461.852111816406
3/17/2017 7:00:00 AM,30,26,7,420,6,0,444.875,440.392059326172
3/19/2017 2:00:00 PM,46,36,14,840,1,1,450.6749878,452.276550292969
3/12/2017 4:00:00 AM,21,17,4,240,1,1,281.1000061,285.493804931641
8/22/2017 10:00:00 PM,82,75,22,1320,3,0,808.4000244,807.532409667969
9/17/2017 7:00:00 PM,71,68,19,1140,1,1,522.1428223,522.58740234375
4/16/2017 3:00:00 PM,83,64,15,900,1,1,450.5,480.140167236328
4/23/2017 9:00:00 AM,54,46,9,540,1,1,274,273.662811279297
5/13/2017 1:00:00 AM,53,49,1,60,7,1,423.4829102,429.309814453125
