DATE,DB,WB,Hour,Minute,Day,Weekend,Utility Subtotal,Scored Labels
7/18/2017 8:00:00 PM,80,73,20,1200,3,0,848.7663574,844.826293945313
9/15/2017 11:00:00 AM,76,68,11,660,6,0,534.7631836,528.085021972656
10/26/2017 2:00:00 PM,57,48,14,840,5,0,411.9116516,416.353210449219
9/10/2017 7:00:00 PM,67,55,19,1140,1,1,409.8999939,410.394927978516
3/27/2017 6:00:00 PM,49,47,18,1080,2,0,560.6500244,546.476135253906
5/1/2017 6:00:00 AM,50,49,6,360,2,0,301.7000122,296.234344482422
10/25/2017 9:00:00 AM,59,53,9,540,4,0,416.7721558,411.917602539063
8/27/2017 4:00:00 AM,64,56,4,240,1,1,553.7999878,574.946228027344
11/16/2017 8:00:00 AM,52,51,8,480,5,0,285.2999878,296.983489990234
1/10/2017 8:00:00 PM,40,37,20,1200,3,0,307.1749878,306.250274658203
4/5/2017 8:00:00 PM,46,44,20,1200,4,0,602.5,586.715698242188
4/24/2017 9:00:00 PM,54,48,21,1260,2,0,391.5,379.600830078125
4/29/2017 11:00:00 AM,79,68,11,660,7,1,472.7999878,521.098022460938
6/5/2017 2:00:00 AM,59,58,2,120,2,0,309.2999878,322.168029785156
9/26/2017 4:00:00 AM,68,66,4,240,3,0,407.5,388.991485595703
1/10/2017 1:00:00 AM,22,19,1,60,3,0,266.7749939,285.279449462891
5/10/2017 7:00:00 AM,52,45,7,420,4,0,449.9945068,448.370758056641
1/6/2017 4:00:00 PM,32,25,16,960,6,0,335.4750061,323.600158691406
4/25/2017 5:00:00 AM,50,49,5,300,3,0,309.5,307.892974853516
6/25/2017 9:00:00 AM,77,63,9,540,1,1,368.1000061,377.017150878906
4/11/2017 11:00:00 AM,76,60,11,660,3,0,493.5,489.246185302734
9/15/2017 8:00:00 PM,76,69,20,1200,6,0,532.7349243,526.178039550781
8/18/2017 3:00:00 AM,76,73,3,180,6,0,762.2000122,765.44140625
8/6/2017 2:00:00 AM,67,58,2,120,1,1,694.4299927,690.667114257813
3/1/2017 5:00:00 PM,69,63,17,1020,4,0,402.4750061,431.203094482422
4/4/2017 2:00:00 PM,46,45,14,840,3,0,625.9000244,562.757507324219
10/22/2017 5:00:00 PM,67,59,17,1020,1,1,450.456604,431.983337402344
3/10/2017 12:00:00 PM,32,32,12,720,6,0,343.75,339.552459716797
11/14/2017 7:00:00 PM,43,39,19,1140,3,0,379.8999939,332.009918212891
3/20/2017 3:00:00 PM,50,36,15,900,2,0,525.125,531.778625488281
10/16/2017 12:00:00 AM,69,66,0,0,2,0,443.628418,452.216583251953
12/5/2017 10:00:00 AM,55,52,10,600,3,0,372.4920959,372.538635253906
4/16/2017 6:00:00 PM,81,64,18,1080,1,1,461,481.548767089844
11/13/2017 3:00:00 PM,47,43,15,900,2,0,373.8999939,396.675415039063
10/17/2017 4:00:00 AM,44,39,4,240,3,0,276.6800232,266.141937255859
5/30/2017 10:00:00 AM,59,56,10,600,3,0,352.7000122,371.065704345703
8/22/2017 11:00:00 AM,84,76,11,660,3,0,795,814.74267578125
4/5/2017 1:00:00 AM,45,45,1,60,4,0,538.2399902,564.675415039063
4/25/2017 4:00:00 AM,50,49,4,240,3,0,302.6000061,292.128173828125
11/30/2017 12:00:00 AM,43,36,0,0,5,0,280.4532166,302.839019775391
6/3/2017 8:00:00 PM,70,54,20,1200,7,1,316.2999878,323.429901123047
8/7/2017 3:00:00 PM,65,64,15,900,2,0,647.3256836,652.084411621094
9/12/2017 4:00:00 AM,60,56,4,240,3,0,354,362.274719238281
7/7/2017 5:00:00 AM,70,69,5,300,6,0,649.0999756,668.376525878906
1/17/2017 2:00:00 AM,40,35,2,120,3,0,251.5,260.155639648438
11/19/2017 10:00:00 AM,51,43,10,600,1,1,252.1999969,258.608428955078
5/26/2017 8:00:00 PM,70,60,20,1200,6,0,301.1000061,321.775909423828
11/26/2017 8:00:00 AM,45,39,8,480,1,1,256.2510071,269.821868896484
8/23/2017 2:00:00 AM,73,72,2,120,4,0,727.7999878,700.641845703125
4/17/2017 9:00:00 PM,63,47,21,1260,2,0,459.7999878,467.122100830078
1/6/2017 3:00:00 PM,32,25,15,900,6,0,337.0499878,321.812744140625
1/15/2017 5:00:00 PM,37,31,17,1020,1,1,253.7250061,255.403839111328
5/15/2017 12:00:00 AM,53,47,0,0,2,0,404.6034546,391.9443359375
7/19/2017 1:00:00 PM,91,72,13,780,4,0,860.6712646,867.796447753906
11/20/2017 7:00:00 AM,37,33,7,420,2,0,334.0441589,325.277282714844
8/9/2017 3:00:00 AM,68,62,3,180,4,0,622.6337891,648.049865722656
10/21/2017 6:00:00 PM,66,53,18,1080,7,1,434.7044373,438.613677978516
1/7/2017 11:00:00 AM,20,19,11,660,7,1,303.1749878,306.583374023438
6/10/2017 10:00:00 AM,77,64,10,600,7,1,446.7000122,430.043182373047
7/21/2017 9:00:00 PM,86,73,21,1260,6,0,776.2000122,783.011657714844
11/25/2017 7:00:00 PM,56,46,19,1140,7,1,305.0730286,320.497650146484
10/9/2017 12:00:00 PM,73,72,12,720,2,0,664.4375,620.187622070313
8/19/2017 9:00:00 AM,79,70,9,540,7,1,796.9000244,783.266723632813
1/14/2017 7:00:00 PM,31,30,19,1140,7,1,251.25,254.511428833008
9/1/2017 3:00:00 AM,60,53,3,180,6,0,397.7999878,390.438629150391
5/24/2017 4:00:00 AM,59,54,4,240,4,0,277.6000061,308.218475341797
4/5/2017 5:00:00 AM,46,45,5,300,4,0,493.2999878,489.847595214844
7/15/2017 1:00:00 AM,69,68,1,60,7,1,785.039978,796.133056640625
11/3/2017 5:00:00 AM,63,61,5,300,6,0,297.1000061,309.607391357422
6/15/2017 4:00:00 AM,66,60,4,240,5,0,356.7999878,354.749176025391
11/2/2017 11:00:00 AM,68,63,11,660,5,0,376.5,414.177581787109
6/6/2017 3:00:00 AM,56,55,3,180,3,0,506.1000061,492.017791748047
9/5/2017 2:00:00 AM,70,65,2,120,3,0,578.2000122,555.771789550781
11/3/2017 8:00:00 AM,64,61,8,480,6,0,321,332.720550537109
10/15/2017 11:00:00 AM,70,66,11,660,1,1,410.2799988,429.037017822266
4/8/2017 11:00:00 PM,49,38,23,1380,7,1,285.7000122,273.84033203125
10/8/2017 7:00:00 AM,74,70,7,420,1,1,461.2250061,428.462524414063
3/20/2017 8:00:00 PM,48,37,20,1200,2,0,514.0499878,498.254333496094
11/28/2017 3:00:00 AM,38,33,3,180,3,0,282.7799988,265.431823730469
3/29/2017 5:00:00 AM,45,42,5,300,4,0,420.6000061,372.153472900391
6/25/2017 10:00:00 PM,78,62,22,1320,1,1,626.0999756,443.909301757813
3/21/2017 7:00:00 PM,55,42,19,1140,3,0,449.2999878,460.366027832031
9/10/2017 4:00:00 AM,58,54,4,240,1,1,289,310.608795166016
1/27/2017 1:00:00 AM,41,35,1,60,6,0,267.1333313,254.756927490234
8/30/2017 9:00:00 AM,66,59,9,540,4,0,621.0999756,619.330871582031
6/30/2017 4:00:00 AM,74,67,4,240,6,0,619.4000244,675.297729492188
5/29/2017 10:00:00 AM,57,56,10,600,2,0,304.1000061,322.680938720703
3/29/2017 6:00:00 AM,44,41,6,360,4,0,396.6749878,379.403503417969
5/24/2017 9:00:00 PM,60,55,21,1260,4,0,352.3999939,319.055114746094
6/17/2017 11:00:00 AM,72,68,11,660,7,1,394.3999939,412.546966552734
8/23/2017 11:00:00 PM,72,61,23,1380,4,0,625.7000122,643.381652832031
11/11/2017 1:00:00 AM,25,21,1,60,7,1,297.7999878,274.332427978516
8/2/2017 3:00:00 PM,78,74,15,900,4,0,862.0999756,835.804565429688
8/5/2017 4:00:00 AM,74,73,4,240,7,1,759.197998,744.2470703125
6/2/2017 10:00:00 AM,70,57,10,600,6,0,441,429.513793945313
11/12/2017 11:00:00 AM,40,32,11,660,1,1,274.7999878,277.072448730469
7/5/2017 8:00:00 PM,74,61,20,1200,4,0,660,624.634094238281
6/22/2017 7:00:00 PM,79,69,19,1140,5,0,435.3999939,444.259307861328
6/3/2017 2:00:00 PM,70,54,14,840,7,1,431.7000122,381.441864013672
8/4/2017 6:00:00 AM,76,71,6,360,6,0,688.4000244,698.420349121094
11/6/2017 11:00:00 PM,48,43,23,1380,2,0,359.6000061,375.558166503906
4/12/2017 6:00:00 AM,58,54,6,360,4,0,296.2999878,291.965454101563
9/30/2017 1:00:00 PM,64,55,13,780,7,1,321.1000061,304.463836669922
10/14/2017 9:00:00 AM,64,63,9,540,7,1,290.6000061,316.546691894531
8/16/2017 3:00:00 PM,85,70,15,900,4,0,778.0999756,788.504028320313
3/30/2017 5:00:00 PM,47,39,17,1020,5,0,550.875,530.313293457031
9/11/2017 4:00:00 AM,57,53,4,240,2,0,305,352.832061767578
6/6/2017 1:00:00 PM,55,54,13,780,3,0,578.9000244,604.038879394531
9/21/2017 5:00:00 PM,79,67,17,1020,5,0,536.4000244,487.328826904297
9/14/2017 1:00:00 AM,71,69,1,60,5,0,505.5,489.609588623047
8/25/2017 6:00:00 AM,64,59,6,360,6,0,572.5999756,576.018310546875
8/23/2017 8:00:00 PM,76,62,20,1200,4,0,629.2999878,664.743591308594
11/5/2017 2:00:00 PM,57,56,14,840,1,1,345.3999939,347.229919433594
10/12/2017 9:00:00 PM,57,51,21,1260,5,0,443.2000122,421.398315429688
3/16/2017 3:00:00 AM,25,21,3,180,5,0,444.0499878,449.917114257813
1/17/2017 9:00:00 AM,42,36,9,540,3,0,324.8500061,297.134002685547
8/24/2017 8:00:00 PM,73,60,20,1200,5,0,620.9000244,617.165954589844
3/15/2017 10:00:00 AM,23,19,10,600,4,0,517.4249878,518.357238769531
6/13/2017 11:00:00 AM,92,74,11,660,3,0,645,657.961303710938
4/22/2017 3:00:00 AM,50,49,3,180,7,1,277.5,275.30029296875
7/5/2017 11:00:00 PM,73,64,23,1380,4,0,655.9000244,667.143188476563
6/15/2017 4:00:00 PM,72,60,16,960,5,0,438.6000061,448.203491210938
8/25/2017 3:00:00 PM,76,62,15,900,6,0,613.2000122,644.237670898438
11/12/2017 10:00:00 PM,43,38,22,1320,1,1,306.8999939,298.224548339844
9/29/2017 11:00:00 AM,63,53,11,660,6,0,309.8999939,451.806884765625
9/10/2017 10:00:00 AM,66,57,10,600,1,1,406.5,360.645324707031
7/2/2017 3:00:00 PM,86,70,15,900,1,1,682.7874756,696.926330566406
1/28/2017 9:00:00 AM,35,30,9,540,7,1,283.5,285.372253417969
8/31/2017 8:00:00 PM,71,60,20,1200,5,0,434.1749878,453.646118164063
1/25/2017 12:00:00 AM,37,34,0,0,4,0,288.75,293.246368408203
11/29/2017 5:00:00 PM,55,42,17,1020,4,0,382.8607483,394.648712158203
3/23/2017 2:00:00 AM,23,18,2,120,5,0,465.2749939,466.154632568359
1/23/2017 11:00:00 AM,40,36,11,660,2,0,329.2999878,347.336120605469
4/7/2017 1:00:00 PM,47,41,13,780,6,0,572.8250122,424.82275390625
4/15/2017 10:00:00 AM,60,48,10,600,7,1,322.3999939,291.959503173828
9/19/2017 5:00:00 PM,70,68,17,1020,3,0,511.7760925,518.206665039063
6/22/2017 11:00:00 PM,80,73,23,1380,5,0,473.6000061,479.346740722656
3/24/2017 9:00:00 PM,54,44,21,1260,6,0,471.4249878,462.119750976563
3/11/2017 5:00:00 PM,26,21,17,1020,7,1,300.2749939,302.002990722656
10/11/2017 7:00:00 AM,68,60,7,420,4,0,374.7000122,374.415161132813
10/15/2017 11:00:00 PM,69,66,23,1380,1,1,437.194458,434.240509033203
5/25/2017 10:00:00 PM,57,56,22,1320,5,0,303.1000061,326.664398193359
3/12/2017 5:00:00 AM,20,16,5,300,1,1,273.7250061,286.174896240234
11/11/2017 5:00:00 PM,35,27,17,1020,7,1,338.2000122,325.403411865234
1/17/2017 1:00:00 PM,40,39,13,780,3,0,390.1749878,396.456359863281
9/6/2017 5:00:00 AM,70,66,5,300,4,0,564.2999878,568.077026367188
7/25/2017 4:00:00 AM,63,61,4,240,3,0,575.0999756,555.181701660156
4/28/2017 1:00:00 AM,58,57,1,60,6,0,415.5,392.193481445313
6/17/2017 1:00:00 PM,70,69,13,780,7,1,408.2999878,411.266021728516
10/8/2017 8:00:00 PM,77,72,20,1200,1,1,550.2750244,548.438537597656
10/6/2017 5:00:00 AM,69,66,5,300,6,0,435.1000061,434.506866455078
8/31/2017 6:00:00 PM,74,61,18,1080,5,0,452.5,526.183776855469
9/12/2017 2:00:00 PM,77,64,14,840,3,0,500,496.686950683594
4/29/2017 5:00:00 PM,82,67,17,1020,7,1,512,510.735595703125
5/16/2017 3:00:00 AM,59,51,3,180,3,0,393.7578125,390.631103515625
6/26/2017 10:00:00 AM,73,60,10,600,2,0,629.4000244,578.633850097656
10/20/2017 3:00:00 PM,73,52,15,900,6,0,522.8070068,498.092071533203
4/16/2017 1:00:00 AM,61,58,1,60,1,1,325,326.595581054688
7/12/2017 1:00:00 PM,86,74,13,780,4,0,748.7999878,741.908325195313
9/7/2017 5:00:00 PM,70,60,17,1020,5,0,677.2000122,688.101501464844
1/11/2017 11:00:00 PM,46,45,23,1380,4,0,297.6000061,297.603729248047
3/11/2017 1:00:00 AM,22,17,1,60,7,1,278.5499878,275.288208007813
9/9/2017 9:00:00 AM,61,54,9,540,7,1,371.8999939,351.139953613281
5/11/2017 8:00:00 PM,53,47,20,1200,5,0,435.1319275,432.0556640625
11/17/2017 8:00:00 AM,40,34,8,480,6,0,261.8999939,323.865173339844
9/7/2017 12:00:00 AM,62,61,0,0,5,0,636.0999756,626.259399414063
9/4/2017 4:00:00 AM,62,59,4,240,2,0,529.0499878,542.298828125
6/6/2017 5:00:00 PM,56,53,17,1020,3,0,561.2999878,579.754089355469
11/22/2017 9:00:00 AM,48,47,9,540,4,0,339.4173279,347.204681396484
3/29/2017 10:00:00 PM,44,36,22,1320,4,0,480.8250122,478.609527587891
7/20/2017 3:00:00 AM,81,74,3,180,5,0,859.5,870.869201660156
7/27/2017 2:00:00 AM,66,62,2,120,5,0,623.7999878,622.981994628906
7/19/2017 11:00:00 AM,88,71,11,660,4,0,859.2706909,871.952697753906
9/20/2017 10:00:00 AM,75,69,10,600,4,0,511.1000061,499.663391113281
7/24/2017 8:00:00 PM,66,62,20,1200,2,0,629.4000244,632.252319335938
11/17/2017 12:00:00 AM,44,40,0,0,6,0,285.7999878,404.228759765625
1/20/2017 10:00:00 PM,41,41,22,1320,6,0,279.25,276.374114990234
12/3/2017 11:00:00 AM,47,43,11,660,1,1,267.3568726,268.523315429688
5/31/2017 4:00:00 PM,75,66,16,960,4,0,481.6000061,448.494506835938
5/9/2017 4:00:00 AM,47,42,4,240,3,0,451.2999878,449.039916992188
6/17/2017 7:00:00 AM,68,66,7,420,7,1,331.5,339.587158203125
9/4/2017 3:00:00 AM,62,59,3,180,2,0,529.8250122,524.899597167969
2/28/2017 6:00:00 PM,52,51,18,1080,3,0,393.3999939,377.826080322266
9/15/2017 5:00:00 PM,77,69,17,1020,6,0,533.4110107,520.719177246094
9/20/2017 2:00:00 PM,78,70,14,840,4,0,545.7999878,565.041076660156
11/30/2017 6:00:00 PM,47,43,18,1080,5,0,397.9042053,382.253784179688
3/11/2017 3:00:00 PM,27,21,15,900,7,1,298.9500122,301.333068847656
4/15/2017 2:00:00 PM,63,52,14,840,7,1,368.3999939,331.347503662109
3/9/2017 3:00:00 AM,53,40,3,180,5,0,261.2999878,245.817123413086
10/27/2017 5:00:00 PM,58,50,17,1020,6,0,379.507019,363.143402099609
5/25/2017 7:00:00 AM,56,55,7,420,5,0,365.7000122,403.029937744141
7/8/2017 9:00:00 PM,77,66,21,1260,7,1,668,681.621765136719
1/25/2017 2:00:00 PM,46,40,14,840,4,0,342.7250061,355.765411376953
8/6/2017 6:00:00 AM,64,57,6,360,1,1,682.6539917,660.839416503906
6/7/2017 8:00:00 PM,62,55,20,1200,4,0,321.5,326.533264160156
10/8/2017 6:00:00 PM,76,73,18,1080,1,1,553.4499512,549.292602539063
1/12/2017 12:00:00 AM,46,46,0,0,5,0,298.1749878,292.294586181641
7/4/2017 4:00:00 PM,80,69,16,960,3,0,657.3300171,667.871337890625
5/5/2017 10:00:00 AM,53,52,10,600,6,0,451.2999878,442.621459960938
1/8/2017 6:00:00 PM,22,17,18,1080,1,1,298.4750061,283.554351806641
4/29/2017 9:00:00 PM,75,64,21,1260,7,1,482.6000061,471.471740722656
10/30/2017 4:00:00 PM,55,45,16,960,2,0,398.2999878,397.371704101563
6/20/2017 3:00:00 PM,82,65,15,900,3,0,509.7000122,506.62353515625
10/13/2017 7:00:00 PM,63,59,19,1140,6,0,358.7000122,374.705780029297
6/15/2017 10:00:00 PM,65,59,22,1320,5,0,391.2000122,381.894317626953
10/23/2017 10:00:00 PM,69,66,22,1320,2,0,508.0585938,509.171905517578
8/5/2017 2:00:00 PM,76,68,14,840,7,1,729.7579956,708.176818847656
4/7/2017 7:00:00 AM,46,41,7,420,6,0,463.25,458.363739013672
5/10/2017 9:00:00 AM,58,48,9,540,4,0,449.1911011,428.177062988281
12/4/2017 5:00:00 AM,41,40,5,300,2,0,274.7893372,261.934967041016
7/12/2017 9:00:00 PM,83,75,21,1260,4,0,748.7999878,751.427673339844
5/25/2017 7:00:00 PM,57,56,19,1140,5,0,330.5,330.452362060547
10/19/2017 12:00:00 AM,61,54,0,0,5,0,333.4320068,381.429840087891
7/4/2017 3:00:00 AM,73,66,3,180,3,0,655.5062256,649.662414550781
3/27/2017 9:00:00 AM,40,40,9,540,2,0,494.0249939,508.297271728516
12/4/2017 10:00:00 AM,47,44,10,600,2,0,356.8177185,375.767456054688
9/13/2017 10:00:00 PM,72,70,22,1320,4,0,546.0999756,540.134887695313
5/10/2017 3:00:00 AM,51,47,3,180,4,0,451.2999878,459.579559326172
3/15/2017 6:00:00 PM,26,21,18,1080,4,0,517.2750244,519.090942382813
5/14/2017 4:00:00 AM,46,45,4,240,1,1,412.6372681,416.315063476563
12/5/2017 3:00:00 AM,51,46,3,180,3,0,265.2149048,275.831695556641
9/13/2017 4:00:00 AM,64,60,4,240,4,0,367.5,349.907196044922
9/20/2017 8:00:00 AM,73,67,8,480,4,0,426.1000061,482.772430419922
10/21/2017 3:00:00 AM,59,49,3,180,7,1,294.231842,276.393737792969
1/19/2017 8:00:00 PM,43,38,20,1200,5,0,315.2749939,296.664459228516
3/1/2017 10:00:00 AM,59,57,10,600,4,0,382.125,374.940734863281
9/11/2017 9:00:00 PM,68,57,21,1260,2,0,437,431.362670898438
7/15/2017 3:00:00 PM,82,69,15,900,7,1,794.8440552,801.24755859375
9/3/2017 11:00:00 AM,64,63,11,660,1,1,567.6749878,553.616333007813
5/5/2017 3:00:00 PM,57,57,15,900,6,0,451.2999878,464.613403320313
8/6/2017 11:00:00 AM,71,61,11,660,1,1,667.934021,662.131042480469
6/27/2017 6:00:00 AM,61,60,6,360,3,0,409.5,417.438781738281
10/19/2017 4:00:00 PM,69,55,16,960,5,0,512.4716797,526.896179199219
10/29/2017 5:00:00 PM,64,64,17,1020,1,1,459.2000122,479.545867919922
4/12/2017 12:00:00 AM,62,56,0,0,4,0,426.7000122,445.342041015625
10/27/2017 2:00:00 AM,49,44,2,120,6,0,320.2171021,325.573669433594
11/2/2017 4:00:00 AM,61,60,4,240,5,0,287.1000061,304.542877197266
8/29/2017 11:00:00 AM,68,63,11,660,3,0,649.5,638.453674316406
3/18/2017 9:00:00 AM,35,30,9,540,7,1,460.125,436.450866699219
4/6/2017 8:00:00 AM,41,40,8,480,5,0,495.9750061,490.863830566406
10/18/2017 1:00:00 PM,69,56,13,780,4,0,419.6182251,382.774536132813
9/25/2017 3:00:00 PM,86,72,15,900,2,0,617.2000122,621.075439453125
5/8/2017 4:00:00 AM,45,41,4,240,2,0,451.2999878,450.072052001953
10/16/2017 6:00:00 PM,55,46,18,1080,2,0,366.5137939,382.044586181641
1/21/2017 12:00:00 AM,41,40,0,0,7,1,281.4750061,272.550750732422
7/11/2017 4:00:00 PM,84,73,16,960,3,0,748.7999878,749.657470703125
6/28/2017 5:00:00 PM,77,61,17,1020,4,0,513.4000244,540.785522460938
3/3/2017 11:00:00 AM,34,26,11,660,6,0,409.5750122,392.565307617188
1/21/2017 12:00:00 PM,43,42,12,720,7,1,287.6000061,301.699432373047
3/30/2017 12:00:00 PM,49,39,12,720,5,0,551.6500244,523.040405273438
3/22/2017 2:00:00 PM,33,24,14,840,4,0,541.5499878,535.560424804688
8/7/2017 8:00:00 AM,70,66,8,480,2,0,647.6555176,650.640808105469
8/6/2017 3:00:00 PM,75,62,15,900,1,1,656.15802,641.710327148438
6/1/2017 5:00:00 PM,77,61,17,1020,5,0,451.3999939,464.672393798828
4/30/2017 12:00:00 AM,68,59,0,0,1,1,347.5,373.731536865234
5/16/2017 8:00:00 AM,62,53,8,480,3,0,391.7493591,372.663665771484
1/22/2017 7:00:00 PM,46,45,19,1140,1,1,283.6499939,289.625854492188
5/1/2017 12:00:00 AM,52,49,0,0,2,0,354.3999939,377.924468994141
7/18/2017 12:00:00 AM,77,73,0,0,3,0,834.7605591,844.004699707031
3/27/2017 11:00:00 AM,45,44,11,660,2,0,533.2999878,559.863647460938
3/4/2017 2:00:00 PM,30,23,14,840,7,1,308.5750122,302.143768310547
8/20/2017 8:00:00 PM,77,65,20,1200,1,1,700.7999878,692.368957519531
6/11/2017 1:00:00 PM,89,70,13,780,1,1,487.7999878,511.727233886719
5/1/2017 9:00:00 PM,67,62,21,1260,2,0,487.6000061,509.722503662109
8/24/2017 3:00:00 PM,77,61,15,900,5,0,661.0999756,694.417785644531
7/14/2017 7:00:00 AM,65,64,7,420,6,0,772.4347534,717.146484375
1/1/2017 11:00:00 AM,45,37,11,660,1,1,440.0499878,426.511444091797
5/14/2017 7:00:00 AM,48,46,7,420,1,1,411.4321899,397.950836181641
10/6/2017 4:00:00 PM,78,66,16,960,6,0,510.7999878,531.356750488281
8/1/2017 12:00:00 AM,76,68,0,0,3,0,689.7999878,704.149719238281
11/1/2017 1:00:00 PM,54,47,13,780,4,0,394.3999939,347.938293457031
4/17/2017 10:00:00 AM,67,54,10,600,2,0,450.6000061,612.600036621094
5/5/2017 1:00:00 PM,52,52,13,780,6,0,451.2999878,448.664215087891
10/22/2017 10:00:00 PM,63,58,22,1320,1,1,431.2010193,430.132049560547
1/24/2017 5:00:00 AM,36,36,5,300,3,0,277.5249939,270.602355957031
9/30/2017 8:00:00 AM,58,53,8,480,7,1,296.8999939,288.981506347656
1/15/2017 4:00:00 AM,31,29,4,240,1,1,249.8999939,231.129684448242
4/25/2017 4:00:00 PM,53,52,16,960,3,0,423.6000061,415.622039794922
7/16/2017 2:00:00 PM,84,71,14,840,1,1,810.9506836,797.248718261719
1/17/2017 6:00:00 PM,39,38,18,1080,3,0,333.3250122,352.238098144531
3/1/2017 12:00:00 AM,54,51,0,0,4,0,312.9500122,316.638793945313
1/14/2017 9:00:00 AM,29,24,9,540,7,1,290.0249939,283.959991455078
7/29/2017 11:00:00 AM,70,61,11,660,7,1,617.9000244,613.549438476563
9/9/2017 1:00:00 PM,69,58,13,780,7,1,384.6000061,422.024444580078
12/6/2017 6:00:00 AM,50,41,6,360,4,0,263.8408508,262.357727050781
3/29/2017 8:00:00 AM,45,42,8,480,4,0,406.1749878,400.74365234375
5/24/2017 12:00:00 PM,66,58,12,720,4,0,384,371.092529296875
7/11/2017 3:00:00 PM,84,74,15,900,3,0,748.7999878,749.674926757813
1/24/2017 9:00:00 AM,35,35,9,540,3,0,302.2749939,304.502868652344
9/1/2017 10:00:00 AM,63,51,10,600,6,0,397.0249939,437.000946044922
11/20/2017 7:00:00 PM,44,37,19,1140,2,0,321.7186584,309.593353271484
3/8/2017 1:00:00 PM,56,42,13,780,4,0,333.4500122,367.541107177734
8/10/2017 4:00:00 AM,70,64,4,240,5,0,497.2459412,506.565490722656
4/18/2017 6:00:00 AM,51,43,6,360,3,0,305.5,382.960205078125
3/6/2017 4:00:00 AM,27,21,4,240,2,0,280.3250122,277.797760009766
5/6/2017 2:00:00 PM,62,57,14,840,7,1,451.2999878,438.762512207031
6/6/2017 5:00:00 AM,57,55,5,300,3,0,448.7999878,495.603485107422
5/3/2017 4:00:00 AM,60,49,4,240,4,0,451.2999878,442.862609863281
7/1/2017 11:00:00 AM,82,74,11,660,7,1,813.0376587,808.59228515625
8/23/2017 7:00:00 AM,74,71,7,420,4,0,704,698.063354492188
7/13/2017 7:00:00 PM,79,73,19,1140,5,0,764.031311,758.693664550781
8/6/2017 5:00:00 PM,73,63,17,1020,1,1,652.5541992,658.498291015625
4/15/2017 6:00:00 PM,60,55,18,1080,7,1,367.2999878,380.964416503906
